ORDER,FAMILY,SCI_NAME,PRIMARY_COM_NAME,Descriptor_Name,Group_Name,CATEGORY_1_A,CATEGORY_2_A,REFERENCE_A,COMMENT_A,CATEGORY_1_B,CATEGORY_2_B,REFERENCE_B,COMMENT_B,CATEGORY_1_C,REFERENCE_C,COMMENT_C,CATEGORY_1_D,REFERENCE_D,COMMENT_D,CATEGORY_1_E,REFERENCE_E,COMMENT_E,ESM_AJS_FINAL_DECISION,DECISION_FINAL,GENERAL_CAT,IOC_TAX,BREEDING_CONTINENT
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus newelli,Newell's Shearwater,Newell's,Shearwater,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Puffinus newelli,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus myrtae,Rapa Shearwater,Rapa,Shearwater,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Puffinus myrtae,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus bryani,Bryan's Shearwater,Bryan's,Shearwater,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Puffinus bryani,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus opisthomelas,Black-vented Shearwater,Black-vented,Shearwater,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Puffinus opisthomelas,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus gavia,Fluttering Shearwater,Fluttering,Shearwater,Behavior,NA,NA,"Named after ""flutterning"" behavior yet does not flutter more than other shearwaters thus it may need to be renaimed based upon physical aspects rather than this behavior",Behavior,Life History,NA,"""Flight is typically low and quick, on hurried wingbeats and short glides, but no more fluttering than many other small shearwaters"" BoTW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Behavior,natural history,Puffinus gavia,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus assimilis,Little Shearwater,Little,Shearwater,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Puffinus assimilis,"Ocean,Ocean"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus elegans,Subantarctic Shearwater,Subantarctic,Shearwater,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Puffinus elegans,"Ocean,Ocean,Ocean,Ocean,Ocean"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus baroli,Barolo Shearwater,Barolo,Shearwater,Person,NA,https://en.wikipedia.org/wiki/Barolo_shearwater,"""the English name and the specific baroli refers to Carlo Tencredi Falletti, marquis of Barolo""",Person,NA,https://archive.org/details/Helm_Dictionary_of_Scientific_Bird_Names_by_James_A._Jobling/page/n67/mode/1up?view=theater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Puffinus baroli,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus boydi,Boyd's Shearwater,Boyd's,Shearwater,Person,NA,NA,NA,Person,NA,https://en.wikipedia.org/wiki/Boyd%27s_shearwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Puffinus boydi,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus lherminieri,Audubon's Shearwater,Audubon's,Shearwater,Person,NA,https://en.wikipedia.org/wiki/Audubon%27s_shearwater,"Audubon's shearwater (Puffinus lherminieri) is a common tropical seabird in the petrel family. Sometimes known as the dusky-backed shearwater, the specific epithet honours the French naturalist F√©lix Louis L'Herminier. off Cape Hatteras, North Carolina, USA.",Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Puffinus lherminieri,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus bailloni,Tropical Shearwater,Tropical,Shearwater,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,"Inhabits tropic latitudes. Could be life history, but ""Tropical"" seems to refer to the strict latitudinal area and not a general description of habitat? Geographical also distinguishe's the species in contrast to other Shearwaters (e.g. Persian, Subantarctic)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Puffinus bailloni,"Ocean,Ocean"
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus persicus,Persian Shearwater,Persian,Shearwater,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Puffinus persicus,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Puffinus heinrothi,Heinroth's Shearwater,Heinroth's,Shearwater,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Puffinus heinrothi,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pelecanoides garnotii,Peruvian Diving-Petrel,Peruvian,Diving-Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pelecanoides garnotii,South America
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pelecanoides urinatrix,Common Diving-Petrel,Common,Diving-Petrel,General Descriptor,NA,NA,NA,General Descriptor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human,Pelecanoides urinatrix,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pelecanoides georgicus,South Georgia Diving-Petrel,South,Georgia Diving-Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pelecanoides georgicus,Ocean
Procellariiformes,Procellariidae (Shearwaters and Petrels),Pelecanoides magellani,Magellanic Diving-Petrel,Magellanic,Diving-Petrel,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,"Named after Strait of Magellan where it lives, not Magellan directly.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Pelecanoides magellani,South America
Ciconiiformes,Ciconiidae (Storks),Anastomus oscitans,Asian Openbill,Asian,Openbill,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Anastomus oscitans,South Asia-Southeast Asia
Ciconiiformes,Ciconiidae (Storks),Anastomus lamelligerus,African Openbill,African,Openbill,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Anastomus lamelligerus,Africa
Ciconiiformes,Ciconiidae (Storks),Ciconia nigra,Black Stork,Black,Stork,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ciconia nigra,"Africa,Eurasia"
Ciconiiformes,Ciconiidae (Storks),Ciconia abdimii,Abdim's Stork,Abdim's,Stork,Person,NA,NA,NA,Person,NA,https://beautyofbirds.com/abdimsstorks/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Ciconia abdimii,Africa
Ciconiiformes,Ciconiidae (Storks),Ciconia stormi,Storm's Stork,Storm's,Stork,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Ciconia stormi,South Asia-Southeast Asia
Ciconiiformes,Ciconiidae (Storks),Ciconia maguari,Maguari Stork,Maguari,Stork,Local language,NA,NA,NA,Local language,NA,https://www.peruaves.org/ciconiidae/maguari-stork-ciconia-maguari/,maguari: Tupi (Native Brazilian) strong beak or large and sturdy beak.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local language,human,Ciconia maguari,South America
Ciconiiformes,Ciconiidae (Storks),Ciconia ciconia,White Stork,White,Stork,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ciconia ciconia,"Eurasia,Africa"
Ciconiiformes,Ciconiidae (Storks),Ciconia boyciana,Oriental Stork,Oriental,Stork,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Ciconia boyciana,Eurasia
Ciconiiformes,Ciconiidae (Storks),Ephippiorhynchus asiaticus,Black-necked Stork,Black-necked,Stork,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ephippiorhynchus asiaticus,"South Asia-Southeast Asia,Australia-Wallacea"
Ciconiiformes,Ciconiidae (Storks),Ephippiorhynchus senegalensis,Saddle-billed Stork,Saddle-billed,Stork,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Ephippiorhynchus senegalensis,Africa
Ciconiiformes,Ciconiidae (Storks),Jabiru mycteria,Jabiru,Jabiru,NA,Local language,NA,NA,NA,Local language,NA,https://beautyofbirds.com/jabiru/,The name comes from the Tupi-Guaran√≠ language and means ‚Äúswollen neck‚Äù.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Local language,human,Jabiru mycteria,"Middle America,South America"
Ciconiiformes,Ciconiidae (Storks),Leptoptilos javanicus,Lesser Adjutant,Lesser,Adjutant,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Leptoptilos javanicus,South Asia-Southeast Asia
Ciconiiformes,Ciconiidae (Storks),Leptoptilos crumenifer,Marabou Stork,Marabou,Stork,Geographic Location,NA,NA,NA,Local language,NA,"https://archive.org/details/hobsonjobsonbein00yuleuoft/page/7/mode/1up?view=theater,https://en.wikipedia.org/wiki/Marabou_stork#cite_note-3","Wikipedia, citing the other source",Local language,https://en.wikipedia.org/wiki/Marabou_stork#cite_note-5,"Noting that ""The common name marabou is thought to be derived from the Arabic word murābit meaning quiet or hermit-like"" Wikipedia cites "" Yule, Henry (1903). Hobson-Jobson. A glossary of colloquial Anglo-Indian words and phrases, and of kindred terms, etymological, historical, geographical and discursive (2nd ed.). London: John Murray. p. 7.""",Time limit,NA,NA,Local language,https://en.wiktionary.org/wiki/marabou,"From French marabou, an older spelling of marabout.",Local language,Local language,human,Leptoptilos crumenifer,Africa
Ciconiiformes,Ciconiidae (Storks),Leptoptilos dubius,Greater Adjutant,Greater,Adjutant,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Leptoptilos dubius,South Asia-Southeast Asia
Ciconiiformes,Ciconiidae (Storks),Mycteria americana,Wood Stork,Wood,Stork,General Descriptor,NA,NA,NA,Life History,NA,NA,NA,Natural History,"https://abcbirds.org/bird/wood-stork-2/#:~:text=The%20word%20%22wood%22%20probably%20refers,due%20to%20some%20population%20recovery.",NA,Natural History,BotW,nests in wooded habitats,Natural History,NA,NA,NA,Natural History,natural history,Mycteria americana,"North America,Middle America,South America,Middle America,South America"
Ciconiiformes,Ciconiidae (Storks),Mycteria cinerea,Milky Stork,Milky,Stork,Female physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,BOTW,"""Breeding adult has creamy tone to plumage, bright yellow bill, and bright red face and legs""",Both sexes physical trait,BotW,feathers are milky colored during breeding,Both sexes physical trait,https://en.wikipedia.org/wiki/Milky_stork,"The extensive white portion of the plumage is completely suffused with a pale creamy yellow during the breeding season, hence the term “milky”.[2][4]",NA,Both sexes physical trait,physical trait,Mycteria cinerea,"South Asia-Southeast Asia,Australia-Wallacea"
Ciconiiformes,Ciconiidae (Storks),Mycteria ibis,Yellow-billed Stork,Yellow-billed,Stork,Male physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,BOTW,no indication that sexes differ in bill colour,Both sexes physical trait,NA,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,physical trait,Mycteria ibis,Africa
Ciconiiformes,Ciconiidae (Storks),Mycteria leucocephala,Painted Stork,Painted,Stork,Female physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,Both sexes physical trait,NA,NA,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,physical trait,Mycteria leucocephala,South Asia-Southeast Asia
Suliformes,Fregatidae (Frigatebirds),Fregata ariel,Lesser Frigatebird,Lesser,Frigatebird,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Fregata ariel,Ocean
Suliformes,Fregatidae (Frigatebirds),Fregata aquila,Ascension Frigatebird,Ascension,Frigatebird,General Descriptor,NA,NA,NA,Geographic Location,NA,NA,NA,Geographic Location,BOTW,"distribution: ""Ascension I, S Atlantic, and surrounding waters""",Geographic Location,NA,lives on Ascension Island,Geographic Location,BoW,"Found on Ascension I, S Atlantic, and surrounding waters",NA,Geographic Location,natural history,Fregata aquila,Ocean
Suliformes,Fregatidae (Frigatebirds),Fregata magnificens,Magnificent Frigatebird,Magnificent,Frigatebird,General Descriptor,NA,NA,NA,General Descriptor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miscellaneous,human,Fregata magnificens,"Ocean,Ocean"
Suliformes,Fregatidae (Frigatebirds),Fregata andrewsi,Christmas Island Frigatebird,Christmas,Island Frigatebird,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Fregata andrewsi,Ocean
Suliformes,Fregatidae (Frigatebirds),Fregata minor,Great Frigatebird,Great,Frigatebird,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Fregata minor,Ocean
Suliformes,Sulidae (Boobies and Gannets),Sula dactylatra,Masked Booby,Masked,Booby,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Sula dactylatra,Ocean
Suliformes,Sulidae (Boobies and Gannets),Sula granti,Nazca Booby,Nazca,Booby,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Sula granti,Ocean
Suliformes,Sulidae (Boobies and Gannets),Sula nebouxii,Blue-footed Booby,Blue-footed,Booby,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Sula nebouxii,Ocean
Suliformes,Sulidae (Boobies and Gannets),Sula variegata,Peruvian Booby,Peruvian,Booby,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Sula variegata,South America
Suliformes,Sulidae (Boobies and Gannets),Sula leucogaster,Brown Booby,Brown,Booby,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Sula leucogaster,Ocean
Suliformes,Sulidae (Boobies and Gannets),Sula sula,Red-footed Booby,Red-footed,Booby,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Sula sula,Ocean
Suliformes,Sulidae (Boobies and Gannets),Papasula abbotti,Abbott's Booby,Abbott's,Booby,Person,NA,NA,NA,Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Papasula abbotti,Ocean
Suliformes,Sulidae (Boobies and Gannets),Morus bassanus,Northern Gannet,Northern,Gannet,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Morus bassanus,Ocean
Suliformes,Sulidae (Boobies and Gannets),Morus capensis,Cape Gannet,Cape,Gannet,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Morus capensis,Africa
Suliformes,Sulidae (Boobies and Gannets),Morus serrator,Australasian Gannet,Australasian,Gannet,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Morus serrator,Australia-Wallacea
Suliformes,Anhingidae (Anhingas),Anhinga anhinga,Anhinga,Anhinga,NA,Local language,NA,https://www.allaboutbirds.org/guide/Anhinga/overview,NA,Life History,NA,NA,"Tup√≠ name Anhinga  little head, for an evil spirit of the forests, the devil bird Referring to how they look like a snake when they swim, but not clear if the indigenous community named the bird this.",Local language,BOTW,"""Tupí name Anhinga  little head, for an evil spirit of the forests, the devil bird""",Local language,BotW,"Could fit in two categories, Local Language (Tupí name for ""little head""); also Miscellaneous for an evil spirit of the forests, the devil bird",Local language,BoW,"Tupí name Anhinga  little head, for an evil spirit of the forests, the devil bird;",NA,Local language,human,Anhinga anhinga,"North America,Middle America,South America,Middle America,South America"
Suliformes,Anhingidae (Anhingas),Anhinga rufa,African Darter,African,Darter,Both sexes physical trait,NA,NA,NA,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,Geographic Location,NA,NA,Geographic Location,NA,NA,NA,Geographic Location,natural history,Anhinga rufa,"Africa,Eurasia"
Suliformes,Anhingidae (Anhingas),Anhinga melanogaster,Oriental Darter,Oriental,Darter,Male physical trait,NA,NA,NA,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,Geographic Location,NA,NA,Geographic Location,NA,NA,NA,Geographic Location,natural history,Anhinga melanogaster,"South Asia-Southeast Asia,Australia-Wallacea"
Suliformes,Anhingidae (Anhingas),Anhinga novaehollandiae,Australasian Darter,Australasian,Darter,Geographic Location,NA,NA,NA,Geographic Location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geographic Location,natural history,Anhinga novaehollandiae,Australia-Wallacea
Suliformes,Phalacrocoracidae (Cormorants and Shags),Microcarbo melanoleucos,Little Pied Cormorant,Little,Pied Cormorant,Geographic Location,NA,NA,NA,Size,Both sexes physical trait,NA,NA,Size,NA,"Pied would be in reference to a physical trait, but first name refers to size",Size,NA,NA,Size,NA,NA,NA,Size,physical trait,Microcarbo melanoleucos,Australia-Wallacea
Suliformes,Phalacrocoracidae (Cormorants and Shags),Microcarbo africanus,Long-tailed Cormorant,Long-tailed,Cormorant,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Microcarbo africanus,Africa
Suliformes,Phalacrocoracidae (Cormorants and Shags),Microcarbo coronatus,Crowned Cormorant,Crowned,Cormorant,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Microcarbo coronatus,Africa
Suliformes,Phalacrocoracidae (Cormorants and Shags),Microcarbo niger,Little Cormorant,Little,Cormorant,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Microcarbo niger,South Asia-Southeast Asia
Suliformes,Phalacrocoracidae (Cormorants and Shags),Microcarbo pygmaeus,Pygmy Cormorant,Pygmy,Cormorant,Size,NA,NA,NA,Size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Size,physical trait,Microcarbo pygmaeus,Eurasia
Suliformes,Phalacrocoracidae (Cormorants and Shags),Poikilocarbo gaimardi,Red-legged Cormorant,Red-legged,Cormorant,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Poikilocarbo gaimardi,South America
Suliformes,Phalacrocoracidae (Cormorants and Shags),Urile penicillatus,Brandt's Cormorant,Brandt's,Cormorant,Person,NA,NA,NA,Person,NA,NA,J. F. Brandt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Urile penicillatus,"North America,Middle America"
Suliformes,Phalacrocoracidae (Cormorants and Shags),Urile urile,Red-faced Cormorant,Red-faced,Cormorant,Both sexes physical trait,NA,NA,NA,Both sexes physical trait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both sexes physical trait,physical trait,Urile urile,Ocean
Suliformes,Phalacrocoracidae (Cormorants and Shags),Urile pelagicus,Pelagic Cormorant,Pelagic,Cormorant,Behavior,NA,NA,NA,Life History,NA,NA,NA,Natural History,BOTW,"Although it refers to being in a marine area, ironically it is not the correct natural history, as they are usually inland",Natural History,NA,NA,Natural History,NA,NA,NA,Natural History,natural history,Urile pelagicus,Ocean
Suliformes,Phalacrocoracidae (Cormorants and Shags),Urile perspicillatus,Pallas's Cormorant,Pallas's,Cormorant,Person,NA,NA,NA,Person,NA,NA,Pallas (Peter Simon),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person,human,Urile perspicillatus,"Eurasia,North America"
Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax neglectus,Bank Cormorant,Bank,Cormorant,Life History,NA,NA,NA,Life History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural History,natural history,Phalacrocorax neglectus,Africa
